id	cog	cog_name	ko	ko_name	pfams	pfam_names
OG0001713	COG3618	Predicted metal-dependent hydrolase, TIM-barrel fold	K07046	L-fucono-1,5-lactonase [EC:3.1.1.120]	PF04909.17	Amidohydro_2
OG0001714	COG1074	3'-5' helicase subunit RecB of the DNA repair enzyme RecBCD (exonuclease V)	NA	No Annotation	PF12705.10	PDDEXK_1
OG0001715	NA	No Annotation	NA	No Annotation	NA	NA
OG0001716	COG3664	Beta-xylosidase	NA	No Annotation	NA	NA
OG0001717	NA	No Annotation	NA	No Annotation	NA	NA
OG0001718	COG4530	Uncharacterized conserved protein	NA	No Annotation	PF09538.13	FYDLN_acid
OG0001719	COG0804	Urease alpha subunit	K01428	urease subunit alpha [EC:3.5.1.5]	PF01979.23,PF00449.23	Amidohydro_1,Urease_alpha
OG0001720	COG1160	Double Era-like domain GTPase Der	K03977	GTPase	PF01926.26,PF14714.9,PF07650.20	MMR_HSR1,KH_dom-like,KH_2
OG0001721	COG1853	FMN reductase RutF, DIM6/NTAB family	NA	No Annotation	PF01613.21	Flavin_Reduct
OG0001722	COG1570	Exonuclease VII, large subunit	K03601	exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	PF02601.18,PF13742.9	Exonuc_VII_L,tRNA_anti_2
OG0001723	COG1324	Divalent cation tolerance protein CutA	K03926	periplasmic divalent cation tolerance protein	PF03091.18	CutA1
OG0001724	COG5508	Uncharacterized conserved protein, DUF1674 domain	NA	No Annotation	PF07896.15	DUF1674
OG0001725	NA	No Annotation	NA	No Annotation	NA	NA
OG0001726	NA	No Annotation	NA	No Annotation	NA	NA
OG0001727	NA	No Annotation	NA	No Annotation	NA	NA
OG0001728	NA	No Annotation	NA	No Annotation	NA	NA
OG0001729	COG0697	Amino acid export permease, drug/metabolite transporter (DMT) superfamily	NA	No Annotation	PF00892.23	EamA
OG0001730	COG0832	Urease beta subunit	K01429	urease subunit beta [EC:3.5.1.5]	PF00699.23	Urease_beta
OG0001731	COG0831	Urease gamma subunit	K01430	urease subunit gamma [EC:3.5.1.5]	PF00547.21	Urease_gamma
OG0001732	COG0829	Urease accessory protein UreD/UreH	K03190	urease accessory protein	PF01774.20	UreD
OG0001733	COG1187	Pseudouridylate synthase RsuA/RluF, specific for 16S rRNA U516, 23S rRNA U2604/U2605/U2457, and tRNA(Tyr)-35	NA	No Annotation	PF00849.25,PF01479.28	PseudoU_synth_2,S4
OG0001734	NA	No Annotation	NA	No Annotation	NA	NA
OG0001735	COG2319	WD40 repeat	NA	No Annotation	PF00400.35	WD40
OG0001736	COG0346	Glyoxalase, catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family	NA	No Annotation	NA	NA
OG0001737	COG0457	Tetratricopeptide (TPR) repeat	NA	No Annotation	PF13181.9	TPR_8
OG0001738	COG2755	Lysophospholipase L1 or related esterase. Includes spore coat protein LipC/YcsK	NA	No Annotation	PF13472.9	Lipase_GDSL_2
OG0001739	NA	No Annotation	NA	No Annotation	PF13489.9	Methyltransf_23
OG0001740	COG2514	Catechol-2,3-dioxygenase	NA	No Annotation	PF00903.28	Glyoxalase
OG0001741	COG1638	TRAP-type C4-dicarboxylate transport system, periplasmic component	K21395	TRAP-type transport system periplasmic protein	PF03480.16	DctP
OG0001742	COG1225	Peroxiredoxin	NA	No Annotation	PF00578.24	AhpC-TSA
OG0001743	COG0535	Radical SAM superfamily maturase, SkfB/NifB/PqqE family	NA	No Annotation	PF04055.24,PF13353.9,PF13186.9	Radical_SAM,Fer4_12,SPASM
OG0001744	NA	No Annotation	NA	No Annotation	PF00326.24	Peptidase_S9
OG0001745	COG1195	Recombinational DNA repair ATPase RecF	K03629	DNA replication and repair protein RecF	PF02463.22,PF13175.9,PF13476.9	SMC_N,AAA_15,AAA_23
OG0001746	COG4948	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily	NA	No Annotation	PF13378.9,PF02746.19	MR_MLE_C,MR_MLE_N
OG0001747	COG1884	Methylmalonyl-CoA mutase, N-terminal domain/subunit	K01847	methylmalonyl-CoA mutase [EC:5.4.99.2]	PF02310.22,PF01642.25,PF00809.25,PF02607.20,PF02965.20	B12-binding,MM_CoA_mutase,Pterin_bind,B12-binding_2,Met_synt_B12
OG0001748	COG1576	23S rRNA pseudoU1915 N3-methylase RlmH	K00783	23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177]	PF02590.20	SPOUT_MTase
OG0001749	COG0130	tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA	K03177	tRNA pseudouridine55 synthase [EC:5.4.99.25]	PF01509.21,PF16198.8,PF09157.14	TruB_N,TruB_C_2,TruB-C_2
OG0001750	COG0589	Nucleotide-binding universal stress protein,  UspA family	NA	No Annotation	PF00582.29	Usp
OG0001751	COG0775	Nucleoside phosphorylase/nucleosidase, includes 5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase MtnN and futalosine hydrolase MqnB	NA	No Annotation	PF01048.23	PNP_UDP_1
OG0001752	COG5266	Uncharacterized protein, contains GH25 family domain	NA	No Annotation	PF10670.12	DUF4198
OG0001753	NA	No Annotation	NA	No Annotation	NA	NA
OG0001754	NA	No Annotation	NA	No Annotation	NA	NA
OG0001755	COG2335	Surface protein containing fasciclin (FAS1) repeats	NA	No Annotation	PF02469.25	Fasciclin
OG0001756	NA	No Annotation	NA	No Annotation	PF00535.29,PF00534.23	Glycos_transf_2,Glycos_transf_1
OG0001757	COG3128	Predicted 2-oxoglutarate- and Fe(II)-dependent dioxygenase YbiX	NA	No Annotation	PF13640.9	2OG-FeII_Oxy_3
OG0001758	COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase	NA	No Annotation	PF00254.31,PF00581.23	FKBP_C,Rhodanese
OG0001759	COG2755	Lysophospholipase L1 or related esterase. Includes spore coat protein LipC/YcsK	NA	No Annotation	PF01553.24,PF13472.9	Acyltransferase,Lipase_GDSL_2
OG0001760	COG0349	Ribonuclease D, nanoRNase NrnC or deoxydinuclease (diDNase)	NA	No Annotation	PF01612.23,PF00570.26	DNA_pol_A_exo1,HRDC
OG0001761	COG0689	Ribonuclease PH	K00989	ribonuclease PH [EC:2.7.7.56]	PF01138.24,PF03725.18	RNase_PH,RNase_PH_C
OG0001762	COG0239	Fluoride ion exporter CrcB/FEX, affects chromosome condensation	K06199	fluoride exporter	PF02537.18	CRCB
OG0001763	COG3342	Uncharacterized conserved protein, Ntn-hydrolase superfamily	NA	No Annotation	PF06267.15	DUF1028
OG0001764	NA	No Annotation	NA	No Annotation	NA	NA
OG0001765	COG1879	ABC-type sugar transport system, periplasmic component, contains N-terminal xre family HTH domain	NA	No Annotation	PF13407.9	Peripla_BP_4
OG0001766	NA	No Annotation	NA	No Annotation	NA	NA
OG0001767	NA	No Annotation	NA	No Annotation	PF01035.23	DNA_binding_1
OG0001768	NA	No Annotation	NA	No Annotation	NA	NA
OG0001769	NA	No Annotation	NA	No Annotation	NA	NA
OG0001770	NA	No Annotation	NA	No Annotation	PF13578.9	Methyltransf_24
OG0001771	COG0787	Alanine racemase	K01775	alanine racemase [EC:5.1.1.1]	PF00842.24,PF01168.23	Ala_racemase_C,Ala_racemase_N
OG0001772	COG0673	Predicted dehydrogenase	NA	No Annotation	PF01408.25,PF01488.23	GFO_IDH_MocA,Shikimate_DH
OG0001773	COG1486	Alpha-galactosidase/6-phospho-beta-glucosidase, family 4 of glycosyl hydrolase	K07406	alpha-galactosidase [EC:3.2.1.22]	PF02056.19,PF11975.11	Glyco_hydro_4,Glyco_hydro_4C
OG0001774	COG1653	ABC-type glycerol-3-phosphate transport system, periplasmic component	K10117	raffinose/stachyose/melibiose transport system substrate-binding protein	PF01547.28	SBP_bac_1
OG0001775	NA	No Annotation	NA	No Annotation	NA	NA
OG0001776	COG3246	Uncharacterized conserved protein, DUF849 family	K18013	3-keto-5-aminohexanoate cleavage enzyme [EC:2.3.1.247]	PF05853.15	BKACE
OG0001777	COG3090	TRAP-type C4-dicarboxylate transport system, small permease component YiaM	NA	No Annotation	PF04290.15	DctQ
OG0001778	NA	No Annotation	NA	No Annotation	PF04932.18	Wzy_C
OG0001779	NA	No Annotation	NA	No Annotation	NA	NA
OG0001780	NA	No Annotation	NA	No Annotation	NA	NA
OG0001781	NA	No Annotation	NA	No Annotation	NA	NA
OG0001782	NA	No Annotation	NA	No Annotation	PF07883.14,PF00190.25,PF05523.14	Cupin_2,Cupin_1,FdtA
OG0001783	COG0463	Glycosyltransferase involved in cell wall bisynthesis	NA	No Annotation	PF00535.29	Glycos_transf_2
OG0001784	NA	No Annotation	NA	No Annotation	PF13231.9,PF02366.21	PMT_2,PMT
OG0001785	NA	No Annotation	NA	No Annotation	NA	NA
OG0001786	NA	No Annotation	NA	No Annotation	NA	NA
OG0001787	COG1879	ABC-type sugar transport system, periplasmic component, contains N-terminal xre family HTH domain	NA	No Annotation	PF13407.9,PF00356.24	Peripla_BP_4,LacI
OG0001788	NA	No Annotation	NA	No Annotation	NA	NA
OG0001789	COG0223	Methionyl-tRNA formyltransferase	NA	No Annotation	PF00551.22	Formyl_trans_N
OG0001790	NA	No Annotation	NA	No Annotation	NA	NA
OG0001791	NA	No Annotation	NA	No Annotation	PF05637.15,PF03407.19	Glyco_transf_34,Nucleotid_trans
OG0001792	COG2905	Signal-transduction protein containing cAMP-binding, CBS, and nucleotidyltransferase domains	NA	No Annotation	PF00571.31	CBS
OG0001793	NA	No Annotation	NA	No Annotation	NA	NA
OG0001794	NA	No Annotation	NA	No Annotation	NA	NA
OG0001795	NA	No Annotation	NA	No Annotation	PF09851.12	SHOCT
OG0001796	COG4635	Protoporphyrinogen IX oxidase, menaquinone-dependent (flavodoxin domain)	K00230	menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]	PF12724.10	Flavodoxin_5
OG0001797	COG0562	UDP-galactopyranose mutase	K01854	UDP-galactopyranose mutase [EC:5.4.99.9]	PF03275.16,PF13450.9	GLF,NAD_binding_8
OG0001798	NA	No Annotation	NA	No Annotation	PF05893.17	LuxC
OG0001799	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH/undecaprenyl monophosphate-sugar esterase UshA/YqjL	K01563	haloalkane dehalogenase [EC:3.8.1.5]	PF00561.23	Abhydrolase_1
OG0001800	NA	No Annotation	NA	No Annotation	PF08889.14	WbqC
OG0001801	COG4536	Mg2+ and Co2+ transporter CorB, contains DUF21, CBS pair, and CorC-HlyC domains	K03699	magnesium and cobalt exporter, CNNM family	PF00571.31,PF03471.20,PF01595.23	CBS,CorC_HlyC,CNNM
OG0001802	COG3391	DNA-binding beta-propeller fold protein YncE	NA	No Annotation	NA	NA
OG0001803	NA	No Annotation	NA	No Annotation	PF05523.14	FdtA
OG0001804	NA	No Annotation	NA	No Annotation	PF02798.23,PF14497.9	GST_N,GST_C_3
OG0001805	COG3914	Predicted O-linked N-acetylglucosamine transferase, SPINDLY family	NA	No Annotation	PF13844.9,PF00515.31,PF13181.9,PF14559.9,PF13414.9,PF13424.9	Glyco_transf_41,TPR_1,TPR_8,TPR_19,TPR_11,TPR_12
OG0001806	COG0347	Nitrogen regulatory protein PII	K04751	nitrogen regulatory protein P-II 1	PF00543.25	P-II
OG0001807	COG1082	Sugar phosphate isomerase/epimerase	NA	No Annotation	PF01261.27	AP_endonuc_2
OG0001808	COG0683	ABC-type branched-chain amino acid transport system, periplasmic component	K01999	branched-chain amino acid transport system substrate-binding protein	PF13458.9	Peripla_BP_6
OG0001809	NA	No Annotation	NA	No Annotation	NA	NA
OG0001810	COG1322	DNA anti-recombination protein (rearrangement mutator) RmuC	NA	No Annotation	PF02646.19	RmuC
OG0001811	COG3542	Predicted sugar epimerase, cupin superfamily	K09705	uncharacterized protein	PF06172.14	Cupin_5
OG0001812	NA	No Annotation	NA	No Annotation	NA	NA
OG0001813	COG0286	Type I restriction-modification system, DNA methylase subunit	K03427	type I restriction enzyme M protein [EC:2.1.1.72]	PF02384.19,PF01420.22,PF12161.11,PF13588.9,PF07669.14	N6_Mtase,Methylase_S,HsdM_N,HSDR_N_2,Eco57I
OG0001814	COG1404	Serine protease, subtilisin family	NA	No Annotation	PF03160.17,PF00082.25,PF20579.1	Calx-beta,Peptidase_S8,LapA
OG0001815	NA	No Annotation	NA	No Annotation	PF04443.15	LuxE
OG0001816	COG3181	Tripartite-type tricarboxylate transporter, extracytoplasmic receptor component TctC	K07795	putative tricarboxylic transport membrane protein	PF03401.17	TctC
OG0001817	NA	No Annotation	NA	No Annotation	NA	NA
OG0001818	COG2834	Periplasmic chaperone for outer membrane lipoprotein sorting	NA	No Annotation	PF17131.7	LolA_like
OG0001819	COG0277	FAD/FMN-containing lactate dehydrogenase/glycolate oxidase	NA	No Annotation	PF01565.26	FAD_binding_4
OG0001820	COG1032	Radical SAM superfamily enzyme YgiQ, UPF0313 family	NA	No Annotation	PF04055.24,PF02310.22,PF13353.9	Radical_SAM,B12-binding,Fer4_12
OG0001821	COG2159	5-carboxyvanillate decarboxylase LigW (lignin degradation), amidohydro domain	NA	No Annotation	PF04909.17	Amidohydro_2
OG0001822	NA	No Annotation	NA	No Annotation	NA	NA
OG0001823	COG0610	Type I site-specific restriction-modification system, R (restriction) subunit and related helicases ...	K01153	type I restriction enzyme, R subunit [EC:3.1.21.3]	PF04313.17,PF18766.4,PF11867.11	HSDR_N,SWI2_SNF2,DUF3387
OG0001824	COG1414	DNA-binding transcriptional regulator, IclR family	NA	No Annotation	PF01614.21,PF08279.15,PF09339.13,PF13412.9	IclR,HTH_11,HTH_IclR,HTH_24
OG0001825	NA	No Annotation	NA	No Annotation	PF02493.23	MORN
OG0001826	COG0457	Tetratricopeptide (TPR) repeat	NA	No Annotation	PF00515.31,PF13414.9,PF13424.9,PF13181.9,PF13432.9,PF14559.9,PF04989.15,PF13847.9,PF07719.20,PF13431.9	TPR_1,TPR_11,TPR_12,TPR_8,TPR_16,TPR_19,CmcI,Methyltransf_31,TPR_2,TPR_17
OG0001827	NA	No Annotation	NA	No Annotation	NA	NA
OG0001828	NA	No Annotation	NA	No Annotation	PF13489.9,PF13649.9	Methyltransf_23,Methyltransf_25
OG0001829	COG2227	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	NA	No Annotation	PF08241.15,PF13489.9	Methyltransf_11,Methyltransf_23
OG0001830	NA	No Annotation	NA	No Annotation	NA	NA
OG0001831	NA	No Annotation	NA	No Annotation	NA	NA
OG0001832	NA	No Annotation	NA	No Annotation	PF03559.17	Hexose_dehydrat
OG0001833	COG1033	Predicted exporter protein, RND superfamily	K07003	uncharacterized protein	PF03176.18	MMPL
OG0001834	COG2518	Protein-L-isoaspartate O-methyltransferase	NA	No Annotation	PF01135.22,PF08241.15	PCMT,Methyltransf_11
OG0001835	COG0849	Cell division ATPase FtsA	K03590	cell division protein FtsA	PF02491.23,PF14450.9	SHS2_FTSA,FtsA
OG0001836	COG3919	Predicted ATP-dependent carboligase, ATP-grasp superfamily	NA	No Annotation	PF02655.17,PF15632.9,PF13420.10,PF01370.24,PF13523.9,PF14397.9	ATP-grasp_3,ATPgrasp_Ter,Acetyltransf_4,Epimerase,Acetyltransf_8,ATPgrasp_ST
OG0001837	NA	No Annotation	NA	No Annotation	NA	NA
OG0001838	COG2081	Predicted flavoprotein YhiN	NA	No Annotation	PF03486.17,PF07992.17,PF17806.4	HI0933_like,Pyr_redox_2,SO_alpha_A3
OG0001839	COG0457	Tetratricopeptide (TPR) repeat	NA	No Annotation	PF00515.31,PF13414.9,PF13424.9,PF13759.9,PF13181.9,PF13431.9,PF04055.24,PF13186.9,PF13394.9,PF06325.16,PF13432.9	TPR_1,TPR_11,TPR_12,2OG-FeII_Oxy_5,TPR_8,TPR_17,Radical_SAM,SPASM,Fer4_14,PrmA,TPR_16
OG0001840	NA	No Annotation	NA	No Annotation	NA	NA
OG0001841	NA	No Annotation	NA	No Annotation	PF19606.2	DUF6111
OG0001842	COG2095	Small neutral amino acid transporter SnatA, MarC family	K05595	multiple antibiotic resistance protein	PF01914.20	MarC
OG0001843	COG0659	Sulfate permease or related transporter, MFS superfamily, contains STAS domain	K03321	sulfate permease, SulP family	PF00916.23,PF01740.24	Sulfate_transp,STAS
OG0001844	COG0286	Type I restriction-modification system, DNA methylase subunit	K03427	type I restriction enzyme M protein [EC:2.1.1.72]	PF02384.19,PF12161.11	N6_Mtase,HsdM_N
OG0001845	NA	No Annotation	NA	No Annotation	NA	NA
OG0001846	COG4096	Type I site-specific restriction endonuclease, part of a restriction-modification system	K01153	type I restriction enzyme, R subunit [EC:3.1.21.3]	PF04851.18,PF00271.34,PF08463.13,PF13588.9,PF04313.17,PF04471.15,PF11907.11,PF13091.9	ResIII,Helicase_C,EcoEI_R_C,HSDR_N_2,HSDR_N,Mrr_cat,DUF3427,PLDc_2
OG0001847	NA	No Annotation	NA	No Annotation	NA	NA
OG0001848	COG2141	Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase)	K23464	flavin-dependent trigonelline monooxygenase, oxygenase component [EC:1.14.14.-]	PF00296.23	Bac_luciferase
OG0001849	COG3765	LPS O-antigen chain length determinant protein, WzzB/FepE family	NA	No Annotation	PF02706.18	Wzz
OG0001850	NA	No Annotation	NA	No Annotation	NA	NA
OG0001851	NA	No Annotation	NA	No Annotation	NA	NA
OG0001852	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	NA	No Annotation	PF00106.28	adh_short
OG0001853	NA	No Annotation	K02083	allantoate deiminase [EC:3.5.3.9]	PF01546.31,PF07687.17	Peptidase_M20,M20_dimer
OG0001854	NA	No Annotation	NA	No Annotation	NA	NA
OG0001855	COG0329	4-hydroxy-tetrahydrodipicolinate synthase/N-acetylneuraminate lyase	NA	No Annotation	PF00701.25	DHDPS
OG0001856	COG1346	Putative effector of murein hydrolase	NA	No Annotation	PF04172.19	LrgB
OG0001857	NA	No Annotation	NA	No Annotation	NA	NA
OG0001858	NA	No Annotation	NA	No Annotation	NA	NA
OG0001859	COG3980	Spore coat polysaccharide biosynthesis protein SpsG, predicted glycosyltransferase	NA	No Annotation	PF04101.19,PF04007.15,PF13302.10	Glyco_tran_28_C,DUF354,Acetyltransf_3
OG0001860	NA	No Annotation	NA	No Annotation	NA	NA
OG0001861	NA	No Annotation	NA	No Annotation	NA	NA
OG0001862	COG4448	L-asparaginase II	NA	No Annotation	PF06089.15	Asparaginase_II
OG0001863	NA	No Annotation	NA	No Annotation	PF03385.20,PF03214.16	STELLO,RGP
OG0001864	NA	No Annotation	NA	No Annotation	PF05159.17	Capsule_synth
OG0001865	COG1183	Phosphatidylserine synthase	K01004	phosphatidylcholine synthase [EC:2.7.8.24]	PF01066.24	CDP-OH_P_transf
OG0001866	COG1253	Mg2+ efflux pump MpfA, contains CBS pair and CorC-HlyC domains, TlyC/UPF0053 family	K06189	hemolysin (HlyC) family protein	PF00571.31,PF03471.20	CBS,CorC_HlyC
OG0001867	COG0530	Ca2+/Na+ antiporter	K07301	cation:H+ antiporter	PF01699.27	Na_Ca_ex
OG0001868	COG2041	Molybdopterin-dependent catalytic subunit of periplasmic DMSO/TMAO and protein-methionine-sulfoxide reductases	NA	No Annotation	PF00174.22,PF03404.19	Oxidored_molyb,Mo-co_dimer
OG0001869	COG4249	Uncharacterized conserved protein, contains caspase domain	NA	No Annotation	PF00656.25,PF00768.23,PF09084.14	Peptidase_C14,Peptidase_S11,NMT1
OG0001870	NA	No Annotation	NA	No Annotation	NA	NA
OG0001871	COG2227	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	NA	No Annotation	PF07021.15,PF13649.9,PF08123.16,PF08241.15,PF13489.9,PF13847.9	MetW,Methyltransf_25,DOT1,Methyltransf_11,Methyltransf_23,Methyltransf_31
OG0001872	COG0444	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	K02031	peptide/nickel transport system ATP-binding protein	PF00005.30,PF00528.25,PF08352.15	ABC_tran,BPD_transp_1,oligo_HPY
OG0001873	COG4641	Spore maturation protein CgeB	K06320	spore maturation protein CgeB	PF13524.9,PF00535.29,PF12996.10	Glyco_trans_1_2,Glycos_transf_2,DUF3880
OG0001874	NA	No Annotation	NA	No Annotation	NA	NA
OG0001875	COG1380	Putative effector of murein hydrolase LrgA, UPF0299 family	K06518	holin-like protein	PF03788.17	LrgA
OG0001876	NA	No Annotation	NA	No Annotation	NA	NA
OG0001877	COG4665	TRAP-type mannitol/chloroaromatic compound transport system, small permease component	NA	No Annotation	PF04290.15	DctQ
OG0001878	COG0205	6-phosphofructokinase	K21071	ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]	PF00365.23	PFK
OG0001879	COG0778	Nitroreductase	NA	No Annotation	PF00881.27	Nitroreductase
OG0001880	COG1032	Radical SAM superfamily enzyme YgiQ, UPF0313 family	NA	No Annotation	PF04055.24,PF02310.22	Radical_SAM,B12-binding
OG0001881	COG0579	L-2-hydroxyglutarate oxidase LhgO	NA	No Annotation	PF01266.27,PF13450.9	DAO,NAD_binding_8
OG0001882	NA	No Annotation	NA	No Annotation	PF00551.22	Formyl_trans_N
OG0001883	COG1451	UTP pyrophosphatase, metal-dependent hydrolase family	NA	No Annotation	PF01863.20	YgjP-like
OG0001884	COG1647	Esterase/lipase	NA	No Annotation	PF12697.10,PF12146.11	Abhydrolase_6,Hydrolase_4
OG0001885	COG2070	NAD(P)H-dependent flavin oxidoreductase YrpB, nitropropane dioxygenase family	K23948	NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9]	PF03060.18	NMO
OG0001886	NA	No Annotation	NA	No Annotation	NA	NA
OG0001887	NA	No Annotation	NA	No Annotation	NA	NA
OG0001888	NA	No Annotation	NA	No Annotation	NA	NA
OG0001889	COG0412	Dienelactone hydrolase	K01061	carboxymethylenebutenolidase [EC:3.1.1.45]	PF01738.21	DLH
OG0001890	COG1611	Nucleotide monophosphate nucleosidase PpnN/YdgH, Lonely Guy (LOG) family	K22522	cytokinin riboside 5'-monophosphate phosphoribohydrolase [EC:3.2.2.-]	PF03641.17	Lysine_decarbox
OG0001891	COG0705	Membrane-associated serine protease, rhomboid family	K07059	rhomboid family protein	PF01694.25	Rhomboid
OG0001892	COG1053	Succinate dehydrogenase/fumarate reductase, flavoprotein subunit	K13796	tricarballylate dehydrogenase	PF00890.27	FAD_binding_2
OG0001893	NA	No Annotation	NA	No Annotation	NA	NA
OG0001894	COG0542	ATP-dependent Clp protease, ATP-binding subunit ClpA	K03694	ATP-dependent Clp protease ATP-binding subunit ClpA	PF02861.23,PF00004.32,PF07724.17,PF10431.12,PF17871.4,PF07728.17	Clp_N,AAA,AAA_2,ClpB_D2-small,AAA_lid_9,AAA_5
OG0001895	NA	No Annotation	NA	No Annotation	PF05721.16	PhyH
OG0001896	NA	No Annotation	NA	No Annotation	NA	NA
OG0001897	NA	No Annotation	NA	No Annotation	NA	NA
OG0001898	NA	No Annotation	NA	No Annotation	PF13231.9	PMT_2
OG0001899	COG3882	Predicted enzyme involved in methoxymalonyl-ACP biosynthesis	NA	No Annotation	PF03031.21	NIF
OG0001900	NA	No Annotation	NA	No Annotation	PF13649.9,PF13847.9,PF08241.15	Methyltransf_25,Methyltransf_31,Methyltransf_11
OG0001901	COG0500	SAM-dependent methyltransferase SmtA (CmoB moved to COG2228)	K15256	tRNA (cmo5U34)-methyltransferase [EC:2.1.1.-]	PF13847.9,PF13649.9,PF08242.15	Methyltransf_31,Methyltransf_25,Methyltransf_12
OG0001902	NA	No Annotation	NA	No Annotation	PF13609.9	Porin_4
OG0001903	COG4487	Uncharacterized conserved protein, contains DUF2130 domain	NA	No Annotation	PF09903.12,PF03118.18	DUF2130,RNA_pol_A_CTD
